formation,20,50,100,200
1,0.4302251531884341,0.5074380785002399,0.5584711688009155,0.5914637350235123
3,0.4360337151129852,0.491836105072157,0.5417311525372055,0.5856411653947057
6,0.4357996368637852,0.4905538288511645,0.5350391065920559,0.5731634803095643
12,0.45639129567139863,0.4855508823879271,0.5169068478289568,0.5546103118244662
