scenario,年化收益,夏普比率,最大回撤,年化换手率
baseline_no_liquidity_filter,0.23586149947519974,0.47735117374446423,0.8665912299052432,10.565259212137272
liquidity_filter_top70pct,0.2175467482605593,0.43555573288889604,0.7779135062832129,10.586221635910713
