scenario,年化收益,夏普比率,最大回撤,年化换手率
gross_0bps,0.14769801410489913,0.3714015059139823,0.866591229905243,11.432380952380953
fixed_20bps,0.12202278578613979,0.3101108765194856,0.892093983258208,11.432380952380953
dynamic_c0_10_alpha_5,0.1286452813445822,0.3260420903446444,0.8859311160745887,11.432380952380953
staged_3_batches_from_20bps,0.1328094773492381,0.33601547164759554,0.8819651583897944,11.432380952380953
