sample,年化收益,夏普比率,最大回撤,年化换手率
in_sample_2005_2020,0.18869342280154022,0.4516140148823611,0.7330789647072683,11.4425
out_of_sample_2021_2025,0.025063442403373548,0.07489496946889514,0.6918695746512474,11.207999999999998
